State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Gujarat,JAMNAGAR,2004,Kharif     ,cotton,46700,256700
Gujarat,JAMNAGAR,2004,Kharif     ,maize,2900,2600
Gujarat,JAMNAGAR,2004,Kharif     ,mothbeans,200,100
Gujarat,JAMNAGAR,2005,Kharif     ,cotton,92100,494500
Gujarat,JAMNAGAR,2005,Kharif     ,maize,1600,2600
Gujarat,JAMNAGAR,2005,Kharif     ,mothbeans,600,300
Gujarat,JAMNAGAR,2006,Kharif     ,cotton,173000,882900
Gujarat,JAMNAGAR,2006,Kharif     ,maize,2600,800
Gujarat,JAMNAGAR,2006,Kharif     ,mothbeans,100,100
Gujarat,JAMNAGAR,2007,Kharif     ,cotton,185500,834400
Gujarat,JAMNAGAR,2007,Kharif     ,maize,1800,2500
Gujarat,JAMNAGAR,2008,Kharif     ,cotton,142400,587900
Gujarat,JAMNAGAR,2008,Kharif     ,maize,1900,2700
Gujarat,JAMNAGAR,2009,Kharif     ,cotton,165800,735000
Gujarat,JAMNAGAR,2009,Kharif     ,maize,1100,1000
Gujarat,JAMNAGAR,2010,Kharif     ,cotton,192600,762900
Gujarat,JAMNAGAR,2010,Kharif     ,maize,6300,10300
Gujarat,JAMNAGAR,2010,Kharif     ,mothbeans,100,100
Gujarat,JAMNAGAR,2011,Kharif     ,cotton,231000,1076500
Gujarat,JAMNAGAR,2012,Kharif     ,cotton,111600,53800
Gujarat,JUNAGADH,1997,Whole Year ,banana,400,10200
Gujarat,JUNAGADH,1997,Whole Year ,cotton,32500,105300
Gujarat,JUNAGADH,1997,Whole Year ,maize,700,1200
Gujarat,JUNAGADH,1997,Whole Year ,rice,100,200
Gujarat,JUNAGADH,1998,Kharif     ,cotton,22200,94700
Gujarat,JUNAGADH,1998,Kharif     ,maize,200,400
Gujarat,JUNAGADH,1998,Whole Year ,banana,400,22000
Gujarat,JUNAGADH,1999,Kharif     ,cotton,17500,39700
Gujarat,JUNAGADH,1999,Kharif     ,maize,200,300
Gujarat,JUNAGADH,1999,Whole Year ,banana,400,14700
Gujarat,JUNAGADH,2000,Kharif     ,cotton,44800,69300
Gujarat,JUNAGADH,2000,Kharif     ,maize,200,100
Gujarat,JUNAGADH,2000,Whole Year ,banana,300,17400
Gujarat,JUNAGADH,2001,Kharif     ,cotton,35800,58300
Gujarat,JUNAGADH,2001,Whole Year ,banana,400,19500
Gujarat,JUNAGADH,2002,Kharif     ,cotton,20400,38900
Gujarat,JUNAGADH,2002,Kharif     ,maize,100,100
Gujarat,JUNAGADH,2003,Kharif     ,cotton,19200,99300
Gujarat,JUNAGADH,2003,Whole Year ,banana,300,15800
Gujarat,JUNAGADH,2004,Kharif     ,cotton,24900,140100
Gujarat,JUNAGADH,2004,Whole Year ,banana,100,6400
Gujarat,JUNAGADH,2005,Kharif     ,cotton,38100,262400
Gujarat,JUNAGADH,2006,Kharif     ,cotton,49100,242900
Gujarat,JUNAGADH,2006,Whole Year ,banana,100,2400
Gujarat,JUNAGADH,2007,Kharif     ,cotton,58700,240100
Gujarat,JUNAGADH,2007,Whole Year ,banana,100,5400
Gujarat,JUNAGADH,2008,Kharif     ,cotton,42500,193000
Gujarat,JUNAGADH,2008,Whole Year ,banana,100,7400
Gujarat,JUNAGADH,2009,Kharif     ,cotton,50600,258700
Gujarat,JUNAGADH,2009,Whole Year ,banana,100,3900
Gujarat,JUNAGADH,2010,Kharif     ,cotton,49900,188000
Gujarat,JUNAGADH,2010,Rabi       ,maize,24600,47400
Gujarat,JUNAGADH,2010,Whole Year ,banana,100,4800
Gujarat,JUNAGADH,2011,Kharif     ,cotton,68600,288900
Gujarat,JUNAGADH,2011,Kharif     ,rice,200,500
Gujarat,JUNAGADH,2012,Kharif     ,cotton,64500,134500
Gujarat,KACHCHH,1997,Kharif     ,mothbeans,25000,10000
Gujarat,KACHCHH,1997,Whole Year ,banana,300,17400
Gujarat,KACHCHH,1997,Whole Year ,cotton,50200,82200
Gujarat,KACHCHH,1998,Kharif     ,cotton,48000,119000
Gujarat,KACHCHH,1998,Kharif     ,mothbeans,20400,4800
Gujarat,KACHCHH,1998,Whole Year ,banana,400,29500
Gujarat,KACHCHH,1999,Kharif     ,cotton,20000,51500
Gujarat,KACHCHH,1999,Kharif     ,mothbeans,7200,200
Gujarat,KACHCHH,1999,Whole Year ,banana,300,22000
Gujarat,KACHCHH,2000,Kharif     ,cotton,44300,70200
Gujarat,KACHCHH,2000,Kharif     ,mothbeans,17700,600
Gujarat,KACHCHH,2000,Whole Year ,banana,200,10500
Gujarat,KACHCHH,2001,Kharif     ,cotton,58300,95700
Gujarat,KACHCHH,2001,Kharif     ,mothbeans,14900,2500
Gujarat,KACHCHH,2001,Whole Year ,banana,100,8200
Gujarat,KACHCHH,2002,Kharif     ,cotton,40900,61700
Gujarat,KACHCHH,2002,Kharif     ,mothbeans,9600,500
Gujarat,KACHCHH,2003,Kharif     ,cotton,40200,99400
Gujarat,KACHCHH,2003,Kharif     ,mothbeans,20500,11100
Gujarat,KACHCHH,2003,Whole Year ,banana,600,43100
Gujarat,KACHCHH,2004,Kharif     ,cotton,54700,121700
Gujarat,KACHCHH,2004,Kharif     ,mothbeans,15500,4100
Gujarat,KACHCHH,2004,Whole Year ,banana,200,13600
Gujarat,KACHCHH,2005,Kharif     ,cotton,40400,139300
Gujarat,KACHCHH,2005,Kharif     ,mothbeans,14700,7700
Gujarat,KACHCHH,2005,Whole Year ,banana,100,7200
Gujarat,KACHCHH,2006,Kharif     ,cotton,63900,202100
Gujarat,KACHCHH,2006,Kharif     ,mothbeans,16500,6700
Gujarat,KACHCHH,2007,Kharif     ,cotton,56900,241400
Gujarat,KACHCHH,2007,Kharif     ,mothbeans,20500,10400
Gujarat,KACHCHH,2008,Kharif     ,cotton,67500,261600
Gujarat,KACHCHH,2008,Kharif     ,mothbeans,24300,4700
Gujarat,KACHCHH,2009,Kharif     ,cotton,63500,315000
Gujarat,KACHCHH,2009,Kharif     ,mothbeans,2500,1000
Gujarat,KACHCHH,2010,Kharif     ,cotton,76900,337100
Gujarat,KACHCHH,2010,Kharif     ,mothbeans,4200,1900
Gujarat,KACHCHH,2011,Kharif     ,cotton,87300,392200
Gujarat,KACHCHH,2011,Kharif     ,mothbeans,26000,10800
Gujarat,KACHCHH,2012,Kharif     ,cotton,62800,292300
Gujarat,KACHCHH,2012,Kharif     ,maize,1700,2900
Gujarat,KACHCHH,2012,Kharif     ,mothbeans,6000,1800
Gujarat,KHEDA,1997,Kharif     ,mothbeans,1200,1000
Gujarat,KHEDA,1997,Whole Year ,banana,6900,358800
Gujarat,KHEDA,1997,Whole Year ,cotton,16100,27000
Gujarat,KHEDA,1997,Whole Year ,maize,15200,30100
Gujarat,KHEDA,1997,Whole Year ,rice,155600,273500
Gujarat,KHEDA,1998,Kharif     ,cotton,15100,39200
Gujarat,KHEDA,1998,Kharif     ,maize,12800,24600
Gujarat,KHEDA,1998,Kharif     ,mothbeans,1300,1000
Gujarat,KHEDA,1998,Kharif     ,rice,145200,286400
Gujarat,KHEDA,1998,Whole Year ,banana,5900,368300
Gujarat,KHEDA,1999,Kharif     ,cotton,15500,24100
Gujarat,KHEDA,1999,Kharif     ,maize,8600,19800
Gujarat,KHEDA,1999,Kharif     ,mothbeans,1500,0
Gujarat,KHEDA,1999,Kharif     ,rice,169100,363900
Gujarat,KHEDA,1999,Whole Year ,banana,6500,354400
Gujarat,KHEDA,2000,Kharif     ,cotton,14500,18700
Gujarat,KHEDA,2000,Kharif     ,maize,12800,19900
Gujarat,KHEDA,2000,Kharif     ,mothbeans,1100,100
Gujarat,KHEDA,2000,Kharif     ,rice,112500,73400
Gujarat,KHEDA,2000,Summer     ,rice,100,500
Gujarat,KHEDA,2000,Whole Year ,banana,11100,563500
Gujarat,KHEDA,2001,Kharif     ,cotton,13300,16000
Gujarat,KHEDA,2001,Kharif     ,maize,20500,41100
Gujarat,KHEDA,2001,Kharif     ,mothbeans,1100,200
Gujarat,KHEDA,2001,Kharif     ,rice,171800,308400
Gujarat,KHEDA,2001,Summer     ,rice,300,800
Gujarat,KHEDA,2002,Kharif     ,cotton,14300,37500
Gujarat,KHEDA,2002,Kharif     ,maize,23100,64500
Gujarat,KHEDA,2002,Kharif     ,mothbeans,1000,700
Gujarat,KHEDA,2002,Kharif     ,rice,71200,93500
Gujarat,KHEDA,2002,Summer     ,rice,200,800
Gujarat,KHEDA,2003,Kharif     ,cotton,17900,39800
Gujarat,KHEDA,2003,Kharif     ,maize,25500,43900
Gujarat,KHEDA,2003,Kharif     ,mothbeans,1100,600
Gujarat,KHEDA,2003,Kharif     ,rice,98800,198900
Gujarat,KHEDA,2003,Summer     ,rice,10000,34400
Gujarat,KHEDA,2004,Kharif     ,cotton,20600,65300
Gujarat,KHEDA,2004,Kharif     ,maize,17200,23500
Gujarat,KHEDA,2004,Kharif     ,mothbeans,700,300
Gujarat,KHEDA,2004,Kharif     ,rice,99400,223900
Gujarat,KHEDA,2004,Summer     ,rice,2800,8100
Gujarat,KHEDA,2005,Kharif     ,cotton,23200,71000
Gujarat,KHEDA,2005,Kharif     ,maize,22900,36200
Gujarat,KHEDA,2005,Kharif     ,mothbeans,500,300
Gujarat,KHEDA,2005,Kharif     ,rice,89700,218500
Gujarat,KHEDA,2005,Summer     ,rice,1800,5500
Gujarat,KHEDA,2005,Whole Year ,banana,100,4100
Gujarat,KHEDA,2006,Kharif     ,cotton,15600,43700
Gujarat,KHEDA,2006,Kharif     ,maize,33100,22100
Gujarat,KHEDA,2006,Kharif     ,mothbeans,500,200
Gujarat,KHEDA,2006,Kharif     ,rice,92400,169300
Gujarat,KHEDA,2006,Summer     ,rice,7900,22200
Gujarat,KHEDA,2006,Whole Year ,banana,100,9700
Gujarat,KHEDA,2007,Kharif     ,cotton,16600,58800
Gujarat,KHEDA,2007,Kharif     ,maize,20200,22700
Gujarat,KHEDA,2007,Kharif     ,mothbeans,400,300
Gujarat,KHEDA,2007,Kharif     ,rice,99800,237400
Gujarat,KHEDA,2007,Summer     ,rice,4800,15100
Gujarat,KHEDA,2007,Whole Year ,banana,100,3400
Gujarat,KHEDA,2008,Kharif     ,cotton,29300,94000
Gujarat,KHEDA,2008,Kharif     ,maize,20200,30000
Gujarat,KHEDA,2008,Kharif     ,mothbeans,500,100
Gujarat,KHEDA,2008,Kharif     ,rice,101100,211600
Gujarat,KHEDA,2008,Summer     ,rice,2300,6500
Gujarat,KHEDA,2008,Whole Year ,banana,100,4400
Gujarat,KHEDA,2009,Kharif     ,cotton,28500,101600
Gujarat,KHEDA,2009,Kharif     ,maize,14100,12600
Gujarat,KHEDA,2009,Kharif     ,mothbeans,500,200
Gujarat,KHEDA,2009,Kharif     ,rice,87100,201300
Gujarat,KHEDA,2009,Summer     ,rice,5300,14700
Gujarat,KHEDA,2009,Whole Year ,banana,100,5700
Gujarat,KHEDA,2010,Kharif     ,cotton,21500,85300
Gujarat,KHEDA,2010,Kharif     ,maize,16700,30000
Gujarat,KHEDA,2010,Kharif     ,mothbeans,300,200
Gujarat,KHEDA,2010,Kharif     ,rice,87300,210500
Gujarat,KHEDA,2010,Rabi       ,maize,3600,6700
Gujarat,KHEDA,2010,Summer     ,maize,3900,8100
Gujarat,KHEDA,2010,Summer     ,rice,10100,25800
Gujarat,KHEDA,2011,Kharif     ,cotton,30400,73300
Gujarat,KHEDA,2011,Kharif     ,maize,14800,25500
Gujarat,KHEDA,2011,Kharif     ,mothbeans,200,200
Gujarat,KHEDA,2011,Kharif     ,rice,97500,212700
Gujarat,KHEDA,2011,Rabi       ,maize,200,400
Gujarat,KHEDA,2011,Summer     ,rice,12000,33800
Gujarat,KHEDA,2012,Kharif     ,cotton,34000,93800
Gujarat,KHEDA,2012,Kharif     ,maize,8300,15100
Gujarat,KHEDA,2012,Kharif     ,mothbeans,100,100
Gujarat,KHEDA,2012,Kharif     ,rice,81700,194500
Gujarat,KHEDA,2012,Summer     ,maize,100,100
Gujarat,KHEDA,2012,Summer     ,rice,2600,8300
Gujarat,MAHESANA,1997,Kharif     ,mothbeans,1300,700
Gujarat,MAHESANA,1997,Whole Year ,cotton,99900,198400
Gujarat,MAHESANA,1997,Whole Year ,rice,13800,27300
Gujarat,MAHESANA,1998,Kharif     ,cotton,107600,191200
Gujarat,MAHESANA,1998,Kharif     ,maize,200,300
Gujarat,MAHESANA,1998,Kharif     ,mothbeans,1500,600
Gujarat,MAHESANA,1998,Kharif     ,rice,11400,22200
Gujarat,MAHESANA,1999,Kharif     ,cotton,84000,105100
Gujarat,MAHESANA,1999,Kharif     ,maize,200,300
Gujarat,MAHESANA,1999,Kharif     ,mothbeans,1400,0
Gujarat,MAHESANA,1999,Kharif     ,rice,11700,17200
Gujarat,MAHESANA,2000,Kharif     ,cotton,108900,104400
Gujarat,MAHESANA,2000,Kharif     ,maize,300,200
Gujarat,MAHESANA,2000,Kharif     ,mothbeans,2600,200
Gujarat,MAHESANA,2000,Kharif     ,rice,10200,7100
Gujarat,MAHESANA,2001,Kharif     ,cotton,112700,146600
Gujarat,MAHESANA,2001,Kharif     ,maize,400,900
Gujarat,MAHESANA,2001,Kharif     ,mothbeans,2100,600
Gujarat,MAHESANA,2001,Kharif     ,rice,12600,23600
Gujarat,MAHESANA,2002,Kharif     ,cotton,102000,122500
Gujarat,MAHESANA,2002,Kharif     ,maize,600,1000
Gujarat,MAHESANA,2002,Kharif     ,mothbeans,2300,400
Gujarat,MAHESANA,2002,Kharif     ,rice,3700,5300
Gujarat,MAHESANA,2003,Kharif     ,cotton,36800,80400
Gujarat,MAHESANA,2003,Kharif     ,maize,400,700
Gujarat,MAHESANA,2003,Kharif     ,mothbeans,800,400
Gujarat,MAHESANA,2003,Kharif     ,rice,7200,9700
Gujarat,MAHESANA,2004,Kharif     ,cotton,46700,112200
Gujarat,MAHESANA,2004,Kharif     ,maize,100,100
Gujarat,MAHESANA,2004,Kharif     ,mothbeans,500,200
Gujarat,MAHESANA,2004,Kharif     ,rice,4500,10900
Gujarat,MAHESANA,2005,Kharif     ,cotton,46300,127100
Gujarat,MAHESANA,2005,Kharif     ,maize,1000,1500
Gujarat,MAHESANA,2005,Kharif     ,mothbeans,2200,1100
Gujarat,MAHESANA,2005,Kharif     ,rice,6000,13600
Gujarat,MAHESANA,2006,Kharif     ,cotton,47700,123400
Gujarat,MAHESANA,2006,Kharif     ,maize,100,100
Gujarat,MAHESANA,2006,Kharif     ,mothbeans,1800,500
Gujarat,MAHESANA,2006,Kharif     ,rice,8100,16700
Gujarat,MAHESANA,2007,Kharif     ,cotton,43400,120100
Gujarat,MAHESANA,2007,Kharif     ,maize,100,100
Gujarat,MAHESANA,2007,Kharif     ,mothbeans,2300,1400
Gujarat,MAHESANA,2007,Kharif     ,rice,8300,19100
Gujarat,MAHESANA,2008,Kharif     ,cotton,41300,144200
Gujarat,MAHESANA,2008,Kharif     ,maize,1100,1600
Gujarat,MAHESANA,2008,Kharif     ,mothbeans,2000,400
Gujarat,MAHESANA,2008,Kharif     ,rice,5900,12100
Gujarat,MAHESANA,2009,Kharif     ,cotton,56300,211900
Gujarat,MAHESANA,2009,Kharif     ,maize,600,600
Gujarat,MAHESANA,2009,Kharif     ,mothbeans,1200,400
Gujarat,MAHESANA,2009,Kharif     ,rice,6200,15700
Gujarat,MAHESANA,2010,Kharif     ,cotton,57200,224300
Gujarat,MAHESANA,2010,Kharif     ,maize,600,1000
Gujarat,MAHESANA,2010,Kharif     ,mothbeans,1800,1100
Gujarat,MAHESANA,2010,Kharif     ,rice,8200,17400
Gujarat,MAHESANA,2010,Rabi       ,maize,1500,3000
Gujarat,MAHESANA,2011,Kharif     ,cotton,65200,290700
Gujarat,MAHESANA,2011,Kharif     ,maize,500,600
Gujarat,MAHESANA,2011,Kharif     ,mothbeans,1200,800
Gujarat,MAHESANA,2011,Kharif     ,rice,5400,9700
Gujarat,MAHESANA,2012,Kharif     ,cotton,58400,241000
Gujarat,MAHESANA,2012,Kharif     ,maize,400,600
Gujarat,MAHESANA,2012,Kharif     ,mothbeans,600,300
Gujarat,MAHESANA,2012,Kharif     ,rice,1400,3200
Gujarat,NARMADA,2003,Kharif     ,cotton,35200,62100
Gujarat,NARMADA,2003,Kharif     ,maize,9800,22900
Gujarat,NARMADA,2003,Kharif     ,mothbeans,300,200
Gujarat,NARMADA,2003,Kharif     ,rice,13900,10800
Gujarat,NARMADA,2003,Whole Year ,banana,4000,264600
Gujarat,NARMADA,2004,Kharif     ,cotton,43500,151000
Gujarat,NARMADA,2004,Kharif     ,maize,7000,6400
Gujarat,NARMADA,2004,Kharif     ,mothbeans,200,100
Gujarat,NARMADA,2004,Kharif     ,rice,12200,11400
Gujarat,NARMADA,2004,Whole Year ,banana,3400,238000
Gujarat,NARMADA,2005,Kharif     ,cotton,41000,119100
Gujarat,NARMADA,2005,Kharif     ,maize,7400,11700
Gujarat,NARMADA,2005,Kharif     ,rice,10800,8600
Gujarat,NARMADA,2005,Whole Year ,banana,4400,308600
Gujarat,NARMADA,2006,Kharif     ,cotton,43400,96600
Gujarat,NARMADA,2006,Kharif     ,maize,5700,5700
Gujarat,NARMADA,2006,Kharif     ,rice,13000,9700
Gujarat,NARMADA,2006,Whole Year ,banana,4000,283300
Gujarat,NARMADA,2007,Kharif     ,cotton,44500,85800
Gujarat,NARMADA,2007,Kharif     ,maize,5700,8500
Gujarat,NARMADA,2007,Kharif     ,mothbeans,100,100
Gujarat,NARMADA,2007,Kharif     ,rice,13600,11600
Gujarat,NARMADA,2007,Whole Year ,banana,4600,292900
Gujarat,NARMADA,2008,Kharif     ,cotton,40900,90400
Gujarat,NARMADA,2008,Kharif     ,maize,5600,8100
Gujarat,NARMADA,2008,Kharif     ,mothbeans,200,100
Gujarat,NARMADA,2008,Kharif     ,rice,15200,13700
Gujarat,NARMADA,2008,Whole Year ,banana,4300,301100
Gujarat,NARMADA,2009,Kharif     ,cotton,44700,105800
Gujarat,NARMADA,2009,Kharif     ,maize,5100,4900
Gujarat,NARMADA,2009,Kharif     ,rice,15000,8200
Gujarat,NARMADA,2009,Whole Year ,banana,4300,310400
Gujarat,NARMADA,2010,Kharif     ,cotton,40600,116900
Gujarat,NARMADA,2010,Kharif     ,maize,5300,8700
Gujarat,NARMADA,2010,Kharif     ,rice,12000,10500
Gujarat,NARMADA,2010,Rabi       ,maize,4300,8100
Gujarat,NARMADA,2010,Summer     ,maize,1800,3700
Gujarat,NARMADA,2010,Whole Year ,banana,5200,358600
Gujarat,NARMADA,2011,Kharif     ,cotton,45700,133600
Gujarat,NARMADA,2011,Kharif     ,maize,5500,7600
Gujarat,NARMADA,2011,Kharif     ,rice,17900,14700
Gujarat,NARMADA,2011,Rabi       ,maize,3600,8100
Gujarat,NARMADA,2011,Summer     ,maize,1800,3500
Gujarat,NARMADA,2011,Whole Year ,banana,5600,350900
Gujarat,NARMADA,2012,Kharif     ,cotton,35600,101200
Gujarat,NARMADA,2012,Kharif     ,maize,5800,9800
Gujarat,NARMADA,2012,Kharif     ,rice,11600,12800
Gujarat,NARMADA,2012,Summer     ,maize,400,900
Gujarat,NARMADA,2012,Summer     ,rice,100,100
Gujarat,NARMADA,2012,Whole Year ,banana,5800,376700
Gujarat,NAVSARI,2003,Kharif     ,rice,43200,102900
Gujarat,NAVSARI,2003,Summer     ,rice,6500,25200
Gujarat,NAVSARI,2003,Whole Year ,banana,200,10300
Gujarat,NAVSARI,2004,Kharif     ,rice,42900,92200
Gujarat,NAVSARI,2004,Summer     ,rice,4900,15200
Gujarat,NAVSARI,2004,Whole Year ,banana,200,11100
Gujarat,NAVSARI,2005,Kharif     ,rice,34900,87400
Gujarat,NAVSARI,2005,Summer     ,rice,5600,17900
Gujarat,NAVSARI,2005,Whole Year ,banana,200,13200
Gujarat,NAVSARI,2006,Kharif     ,rice,35900,81800
Gujarat,NAVSARI,2006,Summer     ,rice,6300,19100
Gujarat,NAVSARI,2006,Whole Year ,banana,200,15800
Gujarat,NAVSARI,2007,Kharif     ,rice,44800,112500
Gujarat,NAVSARI,2007,Summer     ,rice,6100,18800
Gujarat,NAVSARI,2007,Whole Year ,banana,200,17000
Gujarat,NAVSARI,2008,Kharif     ,rice,46300,111200
Gujarat,NAVSARI,2008,Summer     ,rice,6100,18200
Gujarat,NAVSARI,2008,Whole Year ,banana,300,20700
Gujarat,NAVSARI,2009,Kharif     ,rice,59900,149000
Gujarat,NAVSARI,2009,Summer     ,rice,1100,3100
Gujarat,NAVSARI,2009,Whole Year ,banana,300,17600
Gujarat,NAVSARI,2010,Kharif     ,rice,62600,161300
Gujarat,NAVSARI,2010,Summer     ,rice,24900,75300
Gujarat,NAVSARI,2010,Whole Year ,banana,100,10300
Gujarat,NAVSARI,2011,Kharif     ,rice,52200,133900
Gujarat,NAVSARI,2011,Summer     ,rice,27400,80700
Gujarat,NAVSARI,2011,Whole Year ,banana,300,18000
Gujarat,NAVSARI,2012,Kharif     ,rice,51300,128200
Gujarat,NAVSARI,2012,Summer     ,rice,8300,26900
Gujarat,NAVSARI,2012,Whole Year ,banana,200,12400
Gujarat,PANCH MAHALS,1997,Kharif     ,mothbeans,700,400
Gujarat,PANCH MAHALS,1997,Whole Year ,banana,100,3000
Gujarat,PANCH MAHALS,1997,Whole Year ,cotton,7200,15900
Gujarat,PANCH MAHALS,1997,Whole Year ,maize,190300,273500
Gujarat,PANCH MAHALS,1997,Whole Year ,rice,119200,141700
Gujarat,PANCH MAHALS,1998,Kharif     ,cotton,6100,15800
Gujarat,PANCH MAHALS,1998,Kharif     ,maize,201800,305400
Gujarat,PANCH MAHALS,1998,Kharif     ,mothbeans,200,
Gujarat,PANCH MAHALS,1998,Kharif     ,rice,106600,104200
Gujarat,PANCH MAHALS,1999,Kharif     ,cotton,6900,10600
Gujarat,PANCH MAHALS,1999,Kharif     ,maize,183700,204500
Gujarat,PANCH MAHALS,1999,Kharif     ,rice,100400,40100
Gujarat,PANCH MAHALS,1999,Whole Year ,banana,100,5500
Gujarat,PANCH MAHALS,2000,Kharif     ,cotton,5600,3800
Gujarat,PANCH MAHALS,2000,Kharif     ,maize,184300,103500
Gujarat,PANCH MAHALS,2000,Kharif     ,rice,91200,9800
Gujarat,PANCH MAHALS,2000,Whole Year ,banana,100,4800
Gujarat,PANCH MAHALS,2001,Kharif     ,cotton,7600,7400
Gujarat,PANCH MAHALS,2001,Kharif     ,maize,204300,379900
Gujarat,PANCH MAHALS,2001,Kharif     ,mothbeans,100,
Gujarat,PANCH MAHALS,2001,Kharif     ,rice,84900,20600
Gujarat,PANCH MAHALS,2001,Whole Year ,banana,100,4200
Gujarat,PANCH MAHALS,2002,Kharif     ,cotton,6900,8000
Gujarat,PANCH MAHALS,2002,Kharif     ,maize,219200,422100
Gujarat,PANCH MAHALS,2002,Kharif     ,mothbeans,100,100
Gujarat,PANCH MAHALS,2002,Kharif     ,rice,86200,26300
Gujarat,PANCH MAHALS,2003,Kharif     ,cotton,7200,18400
Gujarat,PANCH MAHALS,2003,Kharif     ,maize,106500,143700
Gujarat,PANCH MAHALS,2003,Kharif     ,rice,61600,62500
Gujarat,PANCH MAHALS,2003,Summer     ,rice,100,500
Gujarat,PANCH MAHALS,2003,Whole Year ,banana,300,18500
Gujarat,PANCH MAHALS,2004,Kharif     ,cotton,10400,33700
Gujarat,PANCH MAHALS,2004,Kharif     ,maize,114800,76900
Gujarat,PANCH MAHALS,2004,Kharif     ,rice,69300,51600
Gujarat,PANCH MAHALS,2004,Summer     ,rice,500,1300
Gujarat,PANCH MAHALS,2004,Whole Year ,banana,200,13200
Gujarat,PANCH MAHALS,2005,Kharif     ,cotton,10400,25500
Gujarat,PANCH MAHALS,2005,Kharif     ,maize,117200,153600
Gujarat,PANCH MAHALS,2005,Kharif     ,rice,71300,62800
Gujarat,PANCH MAHALS,2005,Summer     ,rice,1200,3700
Gujarat,PANCH MAHALS,2005,Whole Year ,banana,200,13600
Gujarat,PANCH MAHALS,2006,Kharif     ,cotton,10100,15700
Gujarat,PANCH MAHALS,2006,Kharif     ,maize,115700,20600
Gujarat,PANCH MAHALS,2006,Kharif     ,rice,70800,50300
Gujarat,PANCH MAHALS,2006,Summer     ,rice,300,900
Gujarat,PANCH MAHALS,2006,Whole Year ,banana,100,6000
Gujarat,PANCH MAHALS,2007,Kharif     ,cotton,9100,25100
Gujarat,PANCH MAHALS,2007,Kharif     ,maize,117200,152800
Gujarat,PANCH MAHALS,2007,Kharif     ,rice,77400,80700
Gujarat,PANCH MAHALS,2007,Summer     ,rice,1000,3000
Gujarat,PANCH MAHALS,2007,Whole Year ,banana,100,7600
Gujarat,PANCH MAHALS,2008,Kharif     ,cotton,7200,15200
Gujarat,PANCH MAHALS,2008,Kharif     ,maize,113900,133900
Gujarat,PANCH MAHALS,2008,Kharif     ,rice,72100,51800
Gujarat,PANCH MAHALS,2008,Summer     ,rice,300,1000
Gujarat,PANCH MAHALS,2008,Whole Year ,banana,100,11600
Gujarat,PANCH MAHALS,2009,Kharif     ,cotton,8700,22600
Gujarat,PANCH MAHALS,2009,Kharif     ,maize,112100,84800
Gujarat,PANCH MAHALS,2009,Kharif     ,rice,61000,29600
Gujarat,PANCH MAHALS,2009,Summer     ,rice,400,1100
Gujarat,PANCH MAHALS,2009,Whole Year ,banana,100,5200
Gujarat,PANCH MAHALS,2010,Kharif     ,cotton,9800,18300
Gujarat,PANCH MAHALS,2010,Kharif     ,maize,115100,160700
Gujarat,PANCH MAHALS,2010,Kharif     ,mothbeans,100,100
Gujarat,PANCH MAHALS,2010,Kharif     ,rice,70400,59600
Gujarat,PANCH MAHALS,2010,Summer     ,maize,1400,2800
Gujarat,PANCH MAHALS,2010,Summer     ,rice,500,1400
Gujarat,PANCH MAHALS,2010,Whole Year ,banana,100,8400
Gujarat,PANCH MAHALS,2011,Kharif     ,cotton,10100,17700
Gujarat,PANCH MAHALS,2011,Kharif     ,maize,110400,133200
Gujarat,PANCH MAHALS,2011,Kharif     ,rice,78300,98200
Gujarat,PANCH MAHALS,2011,Rabi       ,maize,29800,48000
Gujarat,PANCH MAHALS,2011,Summer     ,maize,5000,11000
Gujarat,PANCH MAHALS,2011,Summer     ,rice,800,2600
Gujarat,PANCH MAHALS,2011,Whole Year ,banana,100,6400
Gujarat,PANCH MAHALS,2012,Kharif     ,cotton,11300,27800
Gujarat,PANCH MAHALS,2012,Kharif     ,maize,117300,193600
Gujarat,PANCH MAHALS,2012,Kharif     ,mothbeans,100,100
Gujarat,PANCH MAHALS,2012,Kharif     ,rice,67300,118900
Gujarat,PANCH MAHALS,2012,Rabi       ,maize,22200,31200
Gujarat,PANCH MAHALS,2012,Summer     ,maize,1900,4900
Gujarat,PANCH MAHALS,2012,Summer     ,rice,200,800
Gujarat,PANCH MAHALS,2012,Whole Year ,banana,100,5200
Gujarat,PATAN,2003,Kharif     ,cotton,76800,77400
Gujarat,PATAN,2003,Kharif     ,mothbeans,3400,2500
Gujarat,PATAN,2004,Kharif     ,cotton,101100,110100
Gujarat,PATAN,2004,Kharif     ,mothbeans,2000,1400
Gujarat,PATAN,2005,Kharif     ,cotton,83300,133800
Gujarat,PATAN,2005,Kharif     ,mothbeans,3600,2200
Gujarat,PATAN,2006,Kharif     ,cotton,79600,102500
Gujarat,PATAN,2006,Kharif     ,mothbeans,3900,500
Gujarat,PATAN,2007,Kharif     ,cotton,66300,102500
Gujarat,PATAN,2007,Kharif     ,mothbeans,4000,1800
Gujarat,PATAN,2008,Kharif     ,cotton,71300,151300
Gujarat,PATAN,2008,Kharif     ,mothbeans,4800,1600
Gujarat,PATAN,2009,Kharif     ,cotton,66600,121300
Gujarat,PATAN,2009,Kharif     ,mothbeans,4800,1000
